id,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,age
130,131,3,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2,25
131,132,5,5.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1,25
132,133,4,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1,27
133,134,5,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2,20
134,135,3,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2,25
135,136,3,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2,49
136,137,5,2.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,2,26
137,138,5,2.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2,25
138,139,5,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2,25
139,140,3,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1,18
140,141,4,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1,21
141,142,5,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2,22
142,143,5,3.0,4.0,4.0,2.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,2,37
143,144,5,4.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2,20
144,145,5,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,2,22
145,146,3,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,2,41
146,147,5,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,2,22
147,148,4,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,1,24
148,149,4,2.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2,23
149,150,5,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1,32
150,151,3,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,1,43
151,152,5,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,2,30
152,153,3,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,2,50
153,154,5,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,1,18
154,155,4,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2,16
155,156,4,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,2,34
156,157,4,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2,18
157,158,5,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2,24
158,159,4,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1,18
159,160,4,4.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,3.0,5.0,2,22
160,161,3,3.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,2,36
161,162,5,1.0,1.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2,19
162,163,3,5.0,3.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1,20
163,164,4,3.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,1,24
164,165,3,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,2,20
165,166,4,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,1,34
166,167,4,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,1,21
167,168,3,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1,19
168,169,4,1.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2,18
169,170,4,5.0,5.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,2,25
170,171,4,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2,27
171,172,5,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1,33
172,173,4,3.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1,20
173,174,3,5.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,2,19
174,175,3,3.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2,16
175,176,5,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2,18
176,177,4,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2,35
177,178,3,1.0,1.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2,23
178,179,3,4.0,3.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2,27
179,180,4,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1,18
180,181,5,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1,31
181,182,4,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,2,17
182,183,4,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,1,53
183,184,3,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1,29
184,185,4,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1,19
185,186,3,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,2,29
186,187,4,4.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1,41
187,188,3,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2,31
188,189,4,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2,45
189,190,4,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2,47
190,191,4,2.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1,27
191,192,4,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,2,24
192,193,3,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,1,20
193,194,5,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1,23
194,195,4,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1,28
195,196,3,2.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2,16
196,197,3,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,1,18
197,198,5,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,2,16
198,199,4,4.0,5.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,1,17
199,200,3,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2,18
200,201,5,3.0,2.0,2.0,1.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,1,16
201,202,5,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2,16
202,203,5,3.0,1.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,2,18
203,204,3,2.0,1.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1,17
204,205,4,4.0,2.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,1,17
205,206,4,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1,16
206,207,4,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,4.0,2.0,2,18
207,208,4,2.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2,50
208,209,5,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2,25
209,210,3,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,1,48
210,211,3,3.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,2,27
211,212,5,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2,22
212,213,3,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,1,20
213,214,4,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,2,17
214,215,3,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,2,59
215,216,5,3.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,2,17
216,217,3,5.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2,32
217,218,5,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,1,22
218,219,5,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,5.0,3.0,1,21
219,220,3,3.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1,29
220,221,4,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,1,18
221,222,3,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,2,40
222,223,3,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2,48
223,224,3,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,2.0,2,39
224,225,4,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,2,50
225,226,5,2.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,2,26
226,227,4,4.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,2,21
227,228,3,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1,55
228,229,3,3.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2,37
229,230,3,4.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,1.0,2,38
230,231,4,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,19
231,232,5,1.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2,17
232,233,3,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,2,20
233,234,3,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,2,34
234,235,5,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2,38
235,236,5,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,2,18
236,237,5,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2,32
237,238,5,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,1,19
238,239,4,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,1,19
239,240,5,3.0,3.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,1,21
240,241,3,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2,22
241,242,5,2.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,2.0,3.0,1,19
242,243,3,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2,41
243,244,3,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1,40
244,245,3,5.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2,44
245,246,3,4.0,2.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,1,25
246,247,4,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2,15
247,248,5,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1,24
248,249,5,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2,23
249,250,4,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2,22
250,251,4,2.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2,19
251,252,3,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2,23
252,253,5,5.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2,38
253,254,5,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1,26
254,255,5,3.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2,46
255,256,3,2.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2,24
256,257,5,2.0,3.0,1.0,1.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,2,18
257,258,5,4.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1,48
258,259,4,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2,30
259,260,3,4.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,1,22
260,261,3,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1,20
